,content,label,width,height,x_1,y_1,x_2,y_2,x_11,y_11,x_22,y_22,notes,extras,image_name,x_top_left,y_top_left,x_bottom_right,y_bottom_right,x1_top_left,y1_top_left,x1_bottom_right,y1_bottom_right
10,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/8edca6de-d964-4027-823d-f70d3f872412___12042943_1003224833031653_9073848483429898813_n.jpg.jpeg,number_plate,642,400,0.3115264797507788,0.345,0.6573208722741433,0.5475,,,,,,"extras:null
",image(10).jpg,200,138,422,219,0,0,0,0
11,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/f265077a-611f-4a18-abe5-46518b1756e6___1232700-take-look-number-plate-uploadfromtaptalk1398055489406.jpg.jpeg,number_plate,1024,769,0.33984375,0.4915474642392718,0.4873046875,0.5682704811443433,,,,,,"extras:null
",image(11).jpg,348,378,499,437,0,0,0,0
12,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/11186c4c-5f17-49b1-af37-a138a1e53794___12837944763_e7c6c6381a_z.jpg.jpeg,number_plate,640,435,0.3359375,0.42758620689655175,0.6828125,0.5494252873563218,,,,,,"extras:null
",image(12).jpg,215,186,437,238,0,0,0,0
13,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/8187c22d-5fa4-4976-9c00-80b2ab66b97d___1290890d1411349145-take-look-number-plate-img_20140903_093600_hdr.jpg.jpeg,number_plate,550,534,0.18,0.4157303370786517,0.4436363636363637,0.6292134831460674,,,,,,"extras:null
",image(13).jpg,99,222,244,336,0,0,0,0
14,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/931dfd5a-3d1f-4a08-9234-0453545e27ea___1297127d1412798792-maruti-ciaz-official-review-imag0627.jpg.jpeg,number_plate,500,265,0.302,0.3886792452830189,0.72,0.7018867924528301,,,,,,"extras:null
",image(14).jpg,151,103,360,186,0,0,0,0
15,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/8625b831-13a1-4b7d-9466-826cd6d36c67___1304650d1414861991-number-plates-merchandise-canvas-ink-gurgaon-edit-closed-10471269_1537317779842156_5063668061078329632_n.jpg.jpeg,number_plate,774,642,0.35400516795865633,0.5358255451713395,0.6679586563307494,0.6713395638629284,,,,,,"extras:null
",image(15).jpg,274,343,517,431,0,0,0,0
16,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/3d7cd880-ea4b-4d63-9706-bea1df54af20___135712d1400874352-skoda-rapid-1-6tdi-cr-mt-elegance-ultima-candy-white-white-monster-1911216_676392609084007_1524722860_o.jpg.jpeg,number_plate,769,417,0.37971391417425226,0.6187050359712231,0.6358907672301689,0.7673860911270983,,,,,,"extras:null
",image(16).jpg,292,258,488,320,0,0,0,0
17,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/9cad4b47-6c7b-4e30-ab55-b7fa040beb56___135717d1400912281-skoda-rapid-1-6tdi-cr-mt-elegance-ultima-candy-white-white-monster-_mg_2993comp.jpg.jpeg,number_plate,468,366,0.1282051282051282,0.5901639344262295,0.3995726495726496,0.7650273224043715,,,,,,"extras:null
",image(17).jpg,59,216,187,280,0,0,0,0
18,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/ae0bb069-0e7e-412a-9473-e8e0d4041cbc___135718d1400912281-skoda-rapid-1-6tdi-cr-mt-elegance-ultima-candy-white-white-monster-_mg_3000comp.jpg.jpeg,number_plate,492,393,0.6788617886178862,0.4860050890585242,0.8800813008130082,0.5954198473282443,,,,,,"extras:null
",image(18).jpg,334,191,433,234,0,0,0,0
19,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/7c8229d7-7e37-41a6-9262-d5da278c8d8e___139379d1243147524-ok-have-dealers-name-number-plate-1.jpg.jpeg,number_plate,919,532,0.2850924918389554,0.35714285714285715,0.8073993471164309,0.7387218045112782,,,,,,"extras:null
",image(19).jpg,262,190,742,393,0,0,0,0
20,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/3c0a3772-d18d-4ff7-861c-7e50b7974edb___1393874-take-look-number-plate-imageuploadedbyteambhp1437414250.447892.jpg.jpeg,number_plate,470,375,0.3148936170212766,0.4746666666666667,0.7553191489361702,0.7333333333333333,,,,,,"extras:null
",image(20).jpg,148,178,355,275,0,0,0,0
21,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/319f51dc-9db2-4977-a43d-09561cdd54ab___1415806d1442489743t-raging-red-rover-r3-my-mahindra-scorpio-s10-4x4-nudge-guard.jpg.jpeg,number_plate,802,615,0.3403990024937656,0.004878048780487805,0.6371571072319202,0.1073170731707317,,,,,,"extras:null
",image(21).jpg,273,3,511,66,0,0,0,0
22,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/7f768bfc-4c86-4fff-932d-c9871a82dce5___1431955d1446017445-number-plates-merchandise-canvas-ink-gurgaon-edit-closed-thumb_img_4422_1024.jpg.jpeg,number_plate,768,1024,0.3255208333333333,0.494140625,0.6341145833333334,0.5703125,,,,,,"extras:null
",image(22).jpg,250,506,487,584,0,0,0,0
23,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/422aaf6f-dd4a-450f-ac6b-65966ab512d0___1431956d1446017445-number-plates-merchandise-canvas-ink-gurgaon-edit-closed-thumb_img_4418_1024.jpg.jpeg,number_plate,768,1024,0.375,0.4130859375,0.7447916666666666,0.484375,,,,,,"extras:null
",image(23).jpg,288,423,572,496,0,0,0,0
24,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/d88b7b9c-a4f4-4af6-af3d-b3017e114e0d___146292-maruti-suzuki-wagon-r-stingray-vxi-ownership-review-dsc_01691.jpg.jpeg,number_plate,600,361,0.27,0.5484764542936288,0.7183333333333334,0.7700831024930748,,,,,,"extras:null
",image(24).jpg,162,198,431,278,0,0,0,0
25,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/6578ae52-8431-4854-ba24-756888891756___1496414894_2017-maruti-suzuki-ciaz.jpg.jpeg,number_plate,624,450,0.453525641025641,0.3955555555555556,0.6939102564102564,0.4911111111111111,,,,,,"extras:null
",image(25).jpg,283,178,433,221,0,0,0,0
26,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/6e772b68-a549-44e5-950e-4c376454c4e9___1557295d1474517501-toyota-innova-crysta-official-review-20160921_173216.jpg.jpeg,number_plate,600,486,0.305,0.4506172839506173,0.7616666666666667,0.6584362139917695,,,,,,"extras:null
",image(26).jpg,183,219,457,320,0,0,0,0
27,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/b78553c7-977e-49a2-b3d2-42825d83c8b0___1557297d1474517501-toyota-innova-crysta-official-review-20160920_191445.jpg.jpeg,number_plate,500,399,0.098,0.4636591478696742,0.494,0.7368421052631579,,,,,,"extras:null
",image(27).jpg,49,185,247,294,0,0,0,0
28,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/9d4ee451-51fb-4cf8-b41b-4637b02633cc___1570766d1477459055-your-favourite-number-plate-font-1.jpg.jpeg,number_plate,2656,1494,0.11165444172779136,0.08260869565217391,0.9119804400977995,0.4115942028985507,,,,,,"extras:null
",image(28).jpg,296,123,2422,614,0,0,0,0
29,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/0bf830ac-5659-434d-91b0-eb24dbdbc850___1570767d1477464646-your-favourite-number-plate-font-2.jpg.jpeg,number_plate,1600,916,0.07579462102689488,0.04700854700854702,0.93480032599837,0.36894586894586895,,,,,,"extras:null
",image(29).jpg,121,43,1495,337,0,0,0,0
30,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/a2f87691-b9f5-4274-ac5a-8764e9ba282c___1571669d1477648169-your-favourite-number-plate-font-13.jpg.jpeg,number_plate,1512,825,0.1882640586797066,0.21375186846038866,0.9543602281988588,0.8310911808669657,,,,,,"extras:null
",image(30).jpg,284,176,1442,685,0,0,0,0
31,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/8dbb3ea7-8512-49e4-9ede-d4647e3b7dd2___158712081_5_1000x700_toyota-innova-v-2010-7seat-life-tax-kerala_rev001.jpg.jpeg,number_plate,1000,562,0.45,0.4928825622775801,0.568,0.6334519572953736,,,,,,"extras:null
",image(31).jpg,450,277,568,356,0,0,0,0
32,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/b5b41a4b-8913-4af6-9419-ac6398d266b0___161893107_2_1000x700_innava-with-fancy-number-upload-photos.jpg.jpeg,number_plate,610,485,0.18524590163934426,0.4907216494845361,0.4606557377049179,0.6474226804123712,,,,,,"extras:null
",image(32).jpg,113,238,280,314,0,0,0,0
33,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/2153dfcb-5968-4bfc-86ba-7ee8ec2d25b1___163231d1425035435-skoda-rapid-tdi-remapped-code-6-tuning-ind-front.jpg.jpeg,number_plate,730,563,0.06301369863013699,0.6198934280639432,0.3589041095890411,0.7406749555950266,,,,,,"extras:null
",image(33).jpg,46,349,262,417,0,0,0,0
34,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/6254bb73-d8a1-4f04-89a9-92caef98e233___1658240d1500548920-close-look-2017-skoda-octavia-facelift-hands-free-parking-front-bumper.jpg.jpeg,number_plate,3720,2472,0.3186634066829666,0.3914110429447853,0.6682966585167074,0.5484662576687117,,,,,,"extras:null
",image(34).jpg,1185,967,2486,1355,0,0,0,0
35,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/7506a48d-2c70-4b12-b300-463754bc7837___165979d1427773878-new-volkswagen-vento-2016-launched-india-vw-vento-facelift-rear-india-spotted-test.jpg.jpeg,number_plate,850,681,0.3705882352941177,0.38619676945668135,0.64,0.472834067547724,,,,,,"extras:null
",image(35).jpg,315,263,544,322,0,0,0,0
36,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/1fbaa27e-1ca4-463b-84b4-9ea91b82f27e___166073d1427874044-mahindra-scorpio-2015-review-pictures-scorpio-sting-body-colour-aplique.jpg.jpeg,number_plate,320,240,0.303125,0.4125,0.609375,0.5791666666666667,,,,,,"extras:null
",image(36).jpg,97,99,195,139,0,0,0,0
37,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/b266759c-f9e9-47c1-9042-4c7aef7d441d___1711769d1514801394t-toyota-innova-crysta-2-4-gx-ownership-review-edit-10-000-km-service-done-vs.jpg.jpeg,number_plate,304,248,0.4013157894736841,0.4354838709677419,0.631578947368421,0.6854838709677419,,,,,,"extras:null
",image(37).jpg,121,107,192,170,0,0,0,0
38,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/8d491254-3c69-4f90-91dd-4eb86c7824c1___184786d1447444308-new-generation-mahindra-scorpio-s10-buying-ownership-review-wp_20151113_003.jpg.jpeg,number_plate,1632,918,0.4865525672371638,0.5289855072463768,0.5590872045639772,0.5710144927536231,,,,,,"extras:null
",image(38).jpg,794,485,912,524,0,0,0,0
39,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/4be1ff39-b2ad-45e0-9c9a-0e7215cbb5b6___2.jpg.jpeg,number_plate,300,225,0.02666666666666667,0.36,0.9966666666666668,0.7466666666666667,,,,,,"extras:null
",image(39).jpg,8,81,299,168,0,0,0,0
40,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/12e26859-89e0-4c9b-9c59-ee793337464f___20.jpg.jpeg,number_plate,700,466,0.22142857142857145,0.3927038626609442,0.45,0.5515021459227468,,,,,,"extras:null
",image(40).jpg,155,183,315,257,0,0,0,0
41,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/55aa4ee8-13fd-45bd-b83b-651ac665d71a___200560387_4_1000x700_2012-toyota-innova-diesel-130000-kms-cars.jpg.jpeg,number_plate,518,458,0.29922779922779924,0.4934497816593886,0.6544401544401545,0.6506550218340611,,,,,,"extras:null
",image(41).jpg,155,225,339,298,0,0,0,0
42,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/31847e78-6696-4dc2-be08-cb37d512c576___2010_Maruti_WagonR_Review.jpg.jpeg,number_plate,500,409,0.052000000000000005,0.6405867970660146,0.328,0.80440097799511,,,,,,"extras:null
",image(42).jpg,26,262,164,329,0,0,0,0
43,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/631031c0-98c5-4a8f-959e-ddf3c81cd6ae___20131127_145021.jpg.jpeg,number_plate,500,257,0.052000000000000005,0.0622568093385214,0.97,0.9922178988326849,,,,,,"extras:null
",image(43).jpg,26,16,485,255,0,0,0,0
44,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/dd58e02d-51a5-4bfd-87af-ff51c576086e___2014-mahindra-scorpio-suv-10.jpg.jpeg,number_plate,1200,800,0.4966666666666666,0.58,0.7391666666666666,0.6625,,,,,,"extras:null
",image(44).jpg,595,463,887,530,0,0,0,0
45,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/a1928183-9ebe-40f0-9a84-500aecc61474___2014-Skoda-Superb-facelift-spied-in-India.jpg.jpeg,number_plate,594,379,0.6851851851851852,0.44591029023746703,0.898989898989899,0.5646437994722955,,,,,,"extras:null
",image(45).jpg,407,169,534,214,0,0,0,0
46,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/03273806-bb1e-48da-8c8b-a0133a90197a___2014-Skoda-Yeti-Test-Drive.jpg.jpeg,number_plate,588,476,0.3078231292517007,0.5861344537815126,0.6445578231292517,0.7373949579831933,,,,,,"extras:null
",image(46).jpg,181,279,379,351,0,0,0,0
47,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/5b49ae32-c799-45e3-b139-9c56acf6370d___2014-Volkswagen-Polo-Review.jpg.jpeg,number_plate,1024,682,0.3876953125,0.6173020527859238,0.583984375,0.7082111436950147,,,,,,"extras:null
",image(47).jpg,397,421,598,483,0,0,0,0
48,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/93b6319a-5886-48d8-8a69-07d586751553___2014-VW-Polo-facelift-first-drive-rear-number-plate.jpg.jpeg,number_plate,1280,847,0.2444987775061125,0.3435960591133005,0.8793806030969845,0.6268472906403941,,,,,,"extras:null
",image(48).jpg,312,291,1125,530,0,0,0,0
49,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/e54fb93b-020f-4c55-b4db-86e17ba9b9e0___2014-VW-Polo-facelift-rear-spotted-testing-in-Pune-India.jpg.jpeg,number_plate,341,368,0.3372434017595308,0.532608695652174,0.6070381231671554,0.654891304347826,,,,,,"extras:null
",image(49).jpg,115,196,207,241,0,0,0,0
50,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/c06d4d42-591f-429e-92b4-20e701f89c14___2014-VW-Polo-facelift-spied-India-rear.jpg.jpeg,number_plate,960,1280,0.4604166666666666,0.5515625,0.69375,0.61640625,,,,,,"extras:null
",image(50).jpg,441,706,666,789,0,0,0,0
51,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/0b24d6ed-d32f-420d-bc18-03deece29073___2015-Maruti-Ciaz-Test-Drive-Review.jpg.jpeg,number_plate,608,302,0.6101973684210527,0.6688741721854304,0.8223684210526315,0.8642384105960265,,,,,,"extras:null
",image(51).jpg,371,202,499,261,0,0,0,0
52,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/e4907f73-1fbc-412c-a766-9c81bb31449c___2016-Chevrolet-TrailBlazer-India-Test-Drive-Review-e1442832290349.jpg.jpeg,number_plate,469,436,0.1044776119402985,0.6697247706422018,0.417910447761194,0.7935779816513762,,,,,,"extras:null
",image(52).jpg,49,292,196,346,0,0,0,0
53,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/d4bec046-caac-4e59-bd05-44de2232d83b___2017-Skoda-Octavia-Front.jpg.jpeg,number_plate,400,278,0.52,0.5611510791366906,0.8875,0.7014388489208633,,,,,,"extras:null
",image(53).jpg,208,156,355,195,0,0,0,0
54,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/6bf2730d-82bf-43ac-8802-b61315d85b96___2017-Skoda-Octavia-rear-high-revealed-for-India-images.jpg.jpeg,number_plate,400,374,0.26,0.6122994652406417,0.7025,0.7700534759358288,,,,,,"extras:null
",image(54).jpg,104,229,281,288,0,0,0,0
55,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/504e7c29-e1dc-48c9-ace6-738cf934e368___2017-skoda-octavia-rs-12.jpg.jpeg,number_plate,500,269,0.562,0.6988847583643123,0.8859999999999999,0.8810408921933085,,,,,,"extras:null
",image(55).jpg,281,188,442,237,0,0,0,0
56,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/7cd80882-17d0-419b-9e50-760c34338038___2017-Volkswagen-Passat-Spotted-Pune.jpg.jpeg,number_plate,1024,818,0.373046875,0.4853300733496333,0.509765625,0.5403422982885085,,,,,,"extras:null
",image(56).jpg,382,397,522,442,0,0,0,0
57,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/18f2e55e-0724-4eee-a28e-5d552a5aa045___20455d0e2dca458f13fbf4da5a2dc118.jpg.jpeg,number_plate,735,529,0.20136054421768707,0.3440453686200378,0.3904761904761905,0.44234404536862,0.636734693877551,0.27977315689981097,0.8693877551020408,0.5236294896030246,,"null
",image(57).jpg,148,182,287,233,468,148,639,277
58,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/23d775eb-842f-4f57-ad7a-affafa21660a___215453-new-2016-maruti-ertiga-granite-grey-zdi-shvs-highway-champion-img_8168.jpg.jpeg,number_plate,547,546,0.16819012797074953,0.4652014652014652,0.5502742230347349,0.6739926739926739,,,,,,"extras:null
",image(58).jpg,92,254,301,367,0,0,0,0
59,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/a9268f51-fbb4-42c2-b88c-f5ef9f8ead42___2266_7T4G0510.JPG.jpeg,number_plate,500,416,0.294,0.5625,0.7140000000000001,0.7788461538461539,,,,,,"extras:null
",image(59).jpg,147,234,357,324,0,0,0,0
60,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/cbd81ff4-fc2a-4cd5-bed6-0fef4c456caa___226616d1495986750-zoomcar-review-mahindra-scorpio-s4-09-pamban.jpg.jpeg,number_plate,2432,1368,0.3162184189079055,0.5304347826086957,0.4612876935615322,0.6173913043478261,,,,,,"extras:null
",image(60).jpg,769,725,1121,844,0,0,0,0
61,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/e719f39b-e8dd-4fe0-9a41-71123932a486___226676869_4_1000x700_maruti-suzuki-wagon-r-duo-petrol-120000-kms-2007-year-cars_rev001.jpg.jpeg,number_plate,414,432,0.2971014492753623,0.4837962962962963,0.7028985507246377,0.6041666666666666,,,,,,"extras:null
",image(61).jpg,123,209,291,261,0,0,0,0
62,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/ea7090ee-ffa2-4812-9e7e-2098b1a538e6___23-500x500.jpg.jpeg,number_plate,500,245,0.012,0.040816326530612235,0.99,1.0,,,,,,"extras:null
",image(62).jpg,6,9,495,245,0,0,0,0
63,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/712ecd95-753f-4d67-ae42-e8b5254e6e94___28iam53.jpg.jpeg,number_plate,333,500,0.10510510510510512,0.39,0.5765765765765766,0.544,,,,,,"extras:null
",image(63).jpg,35,195,192,272,0,0,0,0
64,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/6ed8b283-5cf5-4727-9969-c79f70f47e80___2-cars-same-numbers.jpg.jpeg,number_plate,305,274,0.20327868852459016,0.4817518248175183,0.5737704918032787,0.6934306569343066,,,,,,"extras:null
",image(64).jpg,62,132,175,190,0,0,0,0
65,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/e607d2c2-1c87-4188-be32-a96942816632___31-250x250.jpg.jpeg,number_plate,250,179,0.076,0.1340782122905028,0.996,0.9329608938547486,,,,,,"extras:null
",image(65).jpg,19,24,249,167,0,0,0,0
66,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/40204d5c-c847-4437-90db-3e2d05a27761___33.jpg.jpeg,number_plate,503,439,0.1848906560636183,0.30068337129840544,0.7196819085487077,0.6469248291571754,,,,,,"extras:null
",image(66).jpg,93,132,362,284,0,0,0,0
67,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/26d2b905-4055-41fe-a933-47db0e8a0a7f___37cba8c3f681f0cb5694f16a4c54aa7b.jpg.jpeg,number_plate,534,337,0.08052434456928839,0.5934718100890207,0.21348314606741567,0.7863501483679525,,,,,,"extras:null
",image(67).jpg,43,199,113,265,0,0,0,0
68,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/c03a7106-1fb9-471f-bbb0-2e8f4a29759a___38e7b1109eb976088e1df2f14ac4c08c.jpg.jpeg,number_plate,736,483,0.12364130434782608,0.6128364389233955,0.2866847826086957,0.7122153209109731,0.6616847826086957,0.6335403726708074,0.7214673913043478,0.6977225672877847,,"null
",image(68).jpg,91,296,211,344,487,306,531,337
69,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/967ba4a0-eb8e-4734-aa09-c7143d0404b6___39720161008_150234.jpg.jpeg,number_plate,478,395,0.3117154811715481,0.5164556962025316,0.6799163179916318,0.660759493670886,,,,,,"extras:null
",image(69).jpg,149,204,325,261,0,0,0,0
70,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb0646e9cf9016473f1a561002a/59a40238-6b01-4bb9-9faf-3b595e67bcb3___3d-font-number-plate-500x500.jpg.jpeg,number_plate,446,282,0.3654708520179372,0.7588652482269503,0.6838565022421524,0.9255319148936172,,,,,,"extras:null
",image(70).jpg,163,214,305,261,0,0,0,0
